시도명,구시군명,읍면동명,구분,선거인수,투표수,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,계,무효투표수,기권수
경기도,고양시일산서구,탄현1동,소계,"25,369","12,312","5,845","5,812",449,25,35,32,"12,198",114,"13,057"
경기도,고양시일산서구,탄현1동,관내사전투표,"3,690","3,688","1,847","1,665",114,10,7,10,"3,653",35,2
경기도,고양시일산서구,탄현1동,선거일투표,"21,679","8,624","3,998","4,147",335,15,28,22,"8,545",79,"13,055"
경기도,고양시일산서구,탄현2동,소계,"15,205","7,346","3,605","3,362",268,15,15,19,"7,284",62,"7,859"
경기도,고양시일산서구,탄현2동,관내사전투표,"2,559","2,556","1,328","1,102",91,1,7,8,"2,537",19,3
경기도,고양시일산서구,탄현2동,선거일투표,"12,646","4,790","2,277","2,260",177,14,8,11,"4,747",43,"7,856"
경기도,고양시일산서구,주엽1동,소계,"22,230","12,412","5,240","6,482",491,35,27,27,"12,302",110,"9,818"
경기도,고양시일산서구,주엽1동,관내사전투표,"3,360","3,359","1,567","1,596",132,11,10,8,"3,324",35,1
경기도,고양시일산서구,주엽1동,선거일투표,"18,870","9,053","3,673","4,886",359,24,17,19,"8,978",75,"9,817"
경기도,고양시일산서구,주엽2동,소계,"22,977","12,469","5,302","6,474",478,49,32,31,"12,366",103,"10,508"
경기도,고양시일산서구,주엽2동,관내사전투표,"3,287","3,287","1,595","1,547",93,17,5,5,"3,262",25,0
경기도,고양시일산서구,주엽2동,선거일투표,"19,690","9,182","3,707","4,927",385,32,27,26,"9,104",78,"10,508"
경기도,고양시일산서구,대화동,소계,"29,721","14,023","6,135","7,101",529,33,50,37,"13,885",138,"15,698"
경기도,고양시일산서구,대화동,관내사전투표,"3,053","3,052","1,494","1,415",91,7,11,13,"3,031",21,1
경기도,고양시일산서구,대화동,선거일투표,"26,668","10,971","4,641","5,686",438,26,39,24,"10,854",117,"15,697"
경기도,고양시일산서구,송포동,소계,"17,032","9,027","3,772","4,810",309,13,23,24,"8,951",76,"8,005"
경기도,고양시일산서구,송포동,관내사전투표,"2,797","2,797","1,236","1,429",90,7,10,11,"2,783",14,0
경기도,고양시일산서구,송포동,선거일투표,"14,235","6,230","2,536","3,381",219,6,13,13,"6,168",62,"8,005"
경기도,고양시일산서구,덕이동,소계,"24,387","10,898","4,724","5,637",398,23,25,19,"10,826",72,"13,489"
경기도,고양시일산서구,덕이동,관내사전투표,"2,612","2,609","1,223","1,281",81,4,5,3,"2,597",12,3
경기도,고양시일산서구,덕이동,선거일투표,"21,775","8,289","3,501","4,356",317,19,20,16,"8,229",60,"13,486"
경기도,고양시일산서구,가좌동,소계,"15,482","8,043","3,394","4,216",330,13,12,16,"7,981",62,"7,439"
경기도,고양시일산서구,가좌동,관내사전투표,"2,855","2,852","1,240","1,477",103,6,1,8,"2,835",17,3
경기도,고양시일산서구,가좌동,선거일투표,"12,627","5,191","2,154","2,739",227,7,11,8,"5,146",45,"7,436"
경기도,고양시일산서구,잘못 투입·구분된 투표지,,0,51,12,35,1,0,0,0,48,3,-51
경기도,과천시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,과천시,합계,,"65,220","42,664","15,702","23,926","1,900",83,373,93,"42,077",587,"22,556"
경기도,과천시,거소투표,,82,81,29,45,3,0,0,0,77,4,1
경기도,과천시,관외사전투표,,"5,291","5,290","2,148","2,773",235,9,44,18,"5,227",63,1
경기도,과천시,중앙동,소계,"8,784","5,879","1,848","3,630",243,10,48,3,"5,782",97,"2,905"
경기도,과천시,중앙동,관내사전투표,"2,194","2,193",752,"1,312",73,2,13,2,"2,154",39,1
경기도,과천시,중앙동,선거일투표,"6,590","3,686","1,096","2,318",170,8,35,1,"3,628",58,"2,904"
경기도,과천시,갈현동,소계,"13,729","8,783","3,316","4,946",361,16,61,22,"8,722",61,"4,946"
경기도,과천시,갈현동,관내사전투표,"2,127","2,126",887,"1,132",65,2,19,7,"2,112",14,1
경기도,과천시,갈현동,선거일투표,"11,602","6,657","2,429","3,814",296,14,42,15,"6,610",47,"4,945"
경기도,과천시,별양동,소계,"12,564","7,920","2,736","4,554",370,10,59,11,"7,740",180,"4,644"
경기도,과천시,별양동,관내사전투표,"2,224","2,222",843,"1,230",94,0,16,3,"2,186",36,2
경기도,과천시,별양동,선거일투표,"10,340","5,698","1,893","3,324",276,10,43,8,"5,554",144,"4,642"
경기도,과천시,부림동,소계,"11,665","7,434","2,674","4,243",354,9,78,12,"7,370",64,"4,231"
경기도,과천시,부림동,관내사전투표,"2,942","2,942","1,153","1,600",127,6,34,2,"2,922",20,0
경기도,과천시,부림동,선거일투표,"8,723","4,492","1,521","2,643",227,3,44,10,"4,448",44,"4,231"
경기도,과천시,과천동,소계,"7,335","3,762","1,373","2,110",169,14,30,7,"3,703",59,"3,573"
경기도,과천시,과천동,관내사전투표,933,933,358,516,35,3,4,2,918,15,0
경기도,과천시,과천동,선거일투표,"6,402","2,829","1,015","1,594",134,11,26,5,"2,785",44,"3,573"
경기도,과천시,문원동,소계,"5,770","3,505","1,575","1,619",165,15,53,20,"3,447",58,"2,265"
경기도,과천시,문원동,관내사전투표,"1,227","1,226",584,557,42,1,16,5,"1,205",21,1
경기도,과천시,문원동,선거일투표,"4,543","2,279",991,"1,062",123,14,37,15,"2,242",37,"2,264"
경기도,과천시,잘못 투입·구분된 투표지,,0,10,3,6,0,0,0,0,9,1,-10
경기도,의왕시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,의왕시,합계,,"138,928","80,557","35,646","40,213","2,819",184,359,208,"79,429","1,128","58,371"
경기도,의왕시,거소투표,,164,155,61,82,2,2,3,1,151,4,9
경기도,의왕시,관외사전투표,,"8,787","8,786","4,279","3,955",359,26,48,28,"8,695",91,1
경기도,의왕시,고천동,소계,"12,187","6,963","3,013","3,552",238,13,29,25,"6,870",93,"5,224"
경기도,의왕시,고천동,관내사전투표,"3,108","3,107","1,382","1,564",101,9,8,12,"3,076",31,1
경기도,의왕시,고천동,선거일투표,"9,079","3,856","1,631","1,988",137,4,21,13,"3,794",62,"5,223"
경기도,의왕시,부곡동,소계,"23,767","12,235","5,636","5,832",419,37,41,28,"11,993",242,"11,532"
경기도,의왕시,부곡동,관내사전투표,"3,990","3,988","1,871","1,873",133,11,15,11,"3,914",74,2
경기도,의왕시,부곡동,선거일투표,"19,777","8,247","3,765","3,959",286,26,26,17,"8,079",168,"11,530"
경기도,의왕시,오전동,소계,"30,900","16,682","7,596","8,209",491,34,38,47,"16,415",267,"14,218"
경기도,의왕시,오전동,관내사전투표,"4,295","4,295","1,993","2,108",106,13,7,15,"4,242",53,0
경기도,의왕시,오전동,선거일투표,"26,605","12,387","5,603","6,101",385,21,31,32,"12,173",214,"14,218"
경기도,의왕시,내손1동,소계,"16,368","9,148","3,797","4,866",311,20,34,21,"9,049",99,"7,220"
경기도,의왕시,내손1동,관내사전투표,"2,677","2,677","1,186","1,374",74,7,10,8,"2,659",18,0
경기도,의왕시,내손1동,선거일투표,"13,691","6,471","2,611","3,492",237,13,24,13,"6,390",81,"7,220"
경기도,의왕시,내손2동,소계,"17,564","10,095","4,379","5,153",364,24,62,18,"10,000",95,"7,469"
경기도,의왕시,내손2동,관내사전투표,"3,313","3,313","1,433","1,718",111,5,20,3,"3,290",23,0
경기도,의왕시,내손2동,선거일투표,"14,251","6,782","2,946","3,435",253,19,42,15,"6,710",72,"7,469"
경기도,의왕시,청계동,소계,"29,191","16,486","6,883","8,562",634,28,104,40,"16,251",235,"12,705"
경기도,의왕시,청계동,관내사전투표,"4,037","4,036","1,749","2,047",162,9,28,8,"4,003",33,1
경기도,의왕시,청계동,선거일투표,"25,154","12,450","5,134","6,515",472,19,76,32,"12,248",202,"12,704"
경기도,의왕시,잘못 투입·구분된 투표지,,0,7,2,2,1,0,0,0,5,2,-7
경기도,구리시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,구리시,합계,,"164,045","88,167","39,349","44,180","2,729",169,171,259,"86,857","1,310","75,878"
경기도,구리시,거소투표,,203,186,83,89,5,0,0,2,179,7,17
경기도,구리시,관외사전투표,,"8,050","8,048","3,834","3,731",292,22,25,40,"7,944",104,2
경기도,구리시,갈매동,소계,"22,849","11,683","5,442","5,657",361,19,22,30,"11,531",152,"11,166"
경기도,구리시,갈매동,관내사전투표,"4,003","3,992","1,991","1,859",103,0,5,10,"3,968",24,11
경기도,구리시,갈매동,선거일투표,"18,846","7,691","3,451","3,798",258,19,17,20,"7,563",128,"11,155"
경기도,구리시,동구동,소계,"30,045","16,553","7,511","8,120",531,30,29,48,"16,269",284,"13,492"
경기도,구리시,동구동,관내사전투표,"3,677","3,677","1,747","1,743",112,5,4,13,"3,624",53,0
경기도,구리시,동구동,선거일투표,"26,368","12,876","5,764","6,377",419,25,25,35,"12,645",231,"13,492"
경기도,구리시,인창동,소계,"18,864","9,653","4,358","4,705",283,15,19,30,"9,410",243,"9,211"
경기도,구리시,인창동,관내사전투표,"2,969","2,954","1,448","1,354",92,3,2,12,"2,911",43,15
경기도,구리시,인창동,선거일투표,"15,895","6,699","2,910","3,351",191,12,17,18,"6,499",200,"9,196"
경기도,구리시,교문1동,소계,"13,998","6,031","2,455","3,183",155,13,11,24,"5,841",190,"7,967"
경기도,구리시,교문1동,관내사전투표,"1,531","1,531",675,774,52,1,0,7,"1,509",22,0
경기도,구리시,교문1동,선거일투표,"12,467","4,500","1,780","2,409",103,12,11,17,"4,332",168,"7,967"
경기도,구리시,교문2동,소계,"16,502","9,430","3,999","4,984",321,15,28,20,"9,367",63,"7,072"
경기도,구리시,교문2동,관내사전투표,"2,367","2,367","1,029","1,222",84,4,7,9,"2,355",12,0
경기도,구리시,교문2동,선거일투표,"14,135","7,063","2,970","3,762",237,11,21,11,"7,012",51,"7,072"
경기도,구리시,수택1동,소계,"13,828","6,519","2,807","3,446",178,12,10,14,"6,467",52,"7,309"
경기도,구리시,수택1동,관내사전투표,"2,280","2,278","1,009","1,176",63,5,2,7,"2,262",16,2
경기도,구리시,수택1동,선거일투표,"11,548","4,241","1,798","2,270",115,7,8,7,"4,205",36,"7,307"
경기도,구리시,수택2동,소계,"21,133","9,834","4,320","5,088",242,25,15,25,"9,715",119,"11,299"
경기도,구리시,수택2동,관내사전투표,"2,643","2,643","1,192","1,350",54,4,4,6,"2,610",33,0
경기도,구리시,수택2동,선거일투표,"18,490","7,191","3,128","3,738",188,21,11,19,"7,105",86,"11,299"
경기도,구리시,수택3동,소계,"18,573","10,201","4,530","5,162",360,18,12,26,"10,108",93,"8,372"
경기도,구리시,수택3동,관내사전투표,"3,802","3,801","1,763","1,834",146,7,5,7,"3,762",39,1
경기도,구리시,수택3동,선거일투표,"14,771","6,400","2,767","3,328",214,11,7,19,"6,346",54,"8,371"
경기도,구리시,잘못 투입·구분된 투표지,,0,29,10,15,1,0,0,0,26,3,-29
경기도,남양주시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,남양주시,합계,,"610,260","299,250","137,554","145,899","9,479",543,553,798,"294,826","4,424","311,010"
경기도,남양주시,거소투표,,855,807,316,369,25,22,5,12,749,58,48
경기도,남양주시,관외사전투표,,"30,335","30,314","14,653","13,920","1,063",85,85,138,"29,944",370,21
경기도,남양주시,와부읍,소계,"47,997","26,634","11,570","13,657",803,30,55,71,"26,186",448,"21,363"
경기도,남양주시,와부읍,관내사전투표,"6,426","6,425","3,019","3,124",188,3,13,20,"6,367",58,1
경기도,남양주시,와부읍,선거일투표,"41,571","20,209","8,551","10,533",615,27,42,51,"19,819",390,"21,362"
경기도,남양주시,진접읍,소계,"75,160","30,851","14,675","14,956",743,54,40,86,"30,554",297,"44,309"
경기도,남양주시,진접읍,관내사전투표,"7,380","7,378","3,734","3,359",194,7,9,20,"7,323",55,2
경기도,남양주시,진접읍,선거일투표,"67,780","23,473","10,941","11,597",549,47,31,66,"23,231",242,"44,307"
경기도,남양주시,화도읍,소계,"93,720","37,622","17,248","18,200","1,113",48,51,86,"36,746",876,"56,098"
경기도,남양주시,화도읍,관내사전투표,"8,954","8,950","4,453","4,131",265,11,6,18,"8,884",66,4
경기도,남양주시,화도읍,선거일투표,"84,766","28,672","12,795","14,069",848,37,45,68,"27,862",810,"56,094"
경기도,남양주시,진건읍,소계,"19,801","9,254","3,631","5,123",205,19,11,31,"9,020",234,"10,547"
경기도,남양주시,진건읍,관내사전투표,"2,936","2,935","1,302","1,517",59,2,4,13,"2,897",38,1
경기도,남양주시,진건읍,선거일투표,"16,865","6,319","2,329","3,606",146,17,7,18,"6,123",196,"10,546"
경기도,남양주시,오남읍,소계,"42,558","17,604","8,684","8,129",444,50,30,55,"17,392",212,"24,954"
경기도,남양주시,오남읍,관내사전투표,"5,351","5,350","2,776","2,382",112,15,10,18,"5,313",37,1
경기도,남양주시,오남읍,선거일투표,"37,207","12,254","5,908","5,747",332,35,20,37,"12,079",175,"24,953"
경기도,남양주시,퇴계원읍,소계,"24,116","11,989","5,295","6,093",333,26,15,31,"11,793",196,"12,127"
경기도,남양주시,퇴계원읍,관내사전투표,"3,822","3,821","1,696","1,975",91,11,3,8,"3,784",37,1
경기도,남양주시,퇴계원읍,선거일투표,"20,294","8,168","3,599","4,118",242,15,12,23,"8,009",159,"12,126"
경기도,남양주시,별내면,소계,"16,228","8,175","3,897","3,905",236,14,12,11,"8,075",100,"8,053"
경기도,남양주시,별내면,관내사전투표,"2,661","2,661","1,356","1,203",65,4,5,5,"2,638",23,0
경기도,남양주시,별내면,선거일투표,"13,567","5,514","2,541","2,702",171,10,7,6,"5,437",77,"8,053"
경기도,남양주시,수동면,소계,"8,121","4,287","1,496","2,469",126,10,9,8,"4,118",169,"3,834"
경기도,남양주시,수동면,관내사전투표,"2,091","2,091",775,"1,151",64,7,2,5,"2,004",87,0
경기도,남양주시,수동면,선거일투표,"6,030","2,196",721,"1,318",62,3,7,3,"2,114",82,"3,834"
경기도,남양주시,조안면,소계,"3,309","1,826",536,"1,168",62,6,8,5,"1,785",41,"1,483"
경기도,남양주시,조안면,관내사전투표,634,634,202,399,18,1,3,3,626,8,0
경기도,남양주시,조안면,선거일투표,"2,675","1,192",334,769,44,5,5,2,"1,159",33,"1,483"
경기도,남양주시,호평동,소계,"43,522","20,471","10,004","9,636",572,23,29,48,"20,312",159,"23,051"
경기도,남양주시,호평동,관내사전투표,"6,149","6,146","3,093","2,815",142,11,12,16,"6,089",57,3
경기도,남양주시,호평동,선거일투표,"37,373","14,325","6,911","6,821",430,12,17,32,"14,223",102,"23,048"
경기도,남양주시,평내동,소계,"28,124","13,552","6,824","6,085",433,18,27,31,"13,418",134,"14,572"
경기도,남양주시,평내동,관내사전투표,"3,726","3,724","1,973","1,589",100,2,9,11,"3,684",40,2
경기도,남양주시,평내동,선거일투표,"24,398","9,828","4,851","4,496",333,16,18,20,"9,734",94,"14,570"
경기도,남양주시,금곡동,소계,"16,041","7,537","2,915","4,191",172,20,13,19,"7,330",207,"8,504"
경기도,남양주시,금곡동,관내사전투표,"2,014","2,013",833,"1,093",43,2,2,5,"1,978",35,1
경기도,남양주시,금곡동,선거일투표,"14,027","5,524","2,082","3,098",129,18,11,14,"5,352",172,"8,503"
경기도,남양주시,양정동,소계,"3,497","1,721",554,"1,074",45,0,4,3,"1,680",41,"1,776"
경기도,남양주시,양정동,관내사전투표,724,724,258,436,22,0,2,1,719,5,0
경기도,남양주시,양정동,선거일투표,"2,773",997,296,638,23,0,2,2,961,36,"1,776"
경기도,남양주시,다산1동,소계,"68,745","33,990","15,603","16,143","1,568",44,63,69,"33,490",500,"34,755"
경기도,남양주시,다산1동,관내사전투표,"7,004","7,002","3,413","3,226",269,9,14,17,"6,948",54,2
경기도,남양주시,다산1동,선거일투표,"61,741","26,988","12,190","12,917","1,299",35,49,52,"26,542",446,"34,753"
경기도,남양주시,다산2동,소계,"26,650","13,913","6,467","6,626",568,20,28,38,"13,747",166,"12,737"
경기도,남양주시,다산2동,관내사전투표,"4,010","4,006","1,916","1,868",162,5,9,10,"3,970",36,4
경기도,남양주시,다산2동,선거일투표,"22,640","9,907","4,551","4,758",406,15,19,28,"9,777",130,"12,733"
경기도,남양주시,별내동,소계,"61,481","28,620","13,143","14,119",967,53,68,56,"28,406",214,"32,861"
경기도,남양주시,별내동,관내사전투표,"7,126","7,126","3,394","3,445",199,12,12,15,"7,077",49,0
경기도,남양주시,별내동,선거일투표,"54,355","21,494","9,749","10,674",768,41,56,41,"21,329",165,"32,861"
경기도,남양주시,잘못 투입·구분된 투표지,,0,83,43,36,1,1,0,0,81,2,-83
경기도,오산시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,오산시,합계,,"190,375","83,211","39,217","39,384","2,750",187,151,273,"81,962","1,249","107,164"
경기도,오산시,거소투표,,208,200,95,82,3,3,2,3,188,12,8
경기도,오산시,관외사전투표,,"8,525","8,517","4,066","3,950",299,30,22,41,"8,408",109,8
경기도,오산시,중앙동,소계,"28,093","13,014","6,000","6,306",440,30,27,46,"12,849",165,"15,079"
경기도,오산시,중앙동,관내사전투표,"4,150","4,150","1,888","2,060",135,13,6,11,"4,113",37,0
경기도,오산시,중앙동,선거일투표,"23,943","8,864","4,112","4,246",305,17,21,35,"8,736",128,"15,079"
경기도,오산시,대원동,소계,"51,044","20,794","9,682","9,867",759,32,27,51,"20,418",376,"30,250"
경기도,오산시,대원동,관내사전투표,"5,054","5,054","2,463","2,336",190,5,3,9,"5,006",48,0
경기도,오산시,대원동,선거일투표,"45,990","15,740","7,219","7,531",569,27,24,42,"15,412",328,"30,250"
경기도,오산시,남촌동,소계,"18,836","4,883","2,086","2,501",131,18,12,16,"4,764",119,"13,953"
경기도,오산시,남촌동,관내사전투표,"1,368","1,368",665,627,38,4,4,5,"1,343",25,0
경기도,오산시,남촌동,선거일투표,"17,468","3,515","1,421","1,874",93,14,8,11,"3,421",94,"13,953"
경기도,오산시,신장동,소계,"45,667","18,845","9,246","8,676",562,44,31,71,"18,630",215,"26,822"
경기도,오산시,신장동,관내사전투표,"4,004","4,002","2,132","1,698",112,7,10,10,"3,969",33,2
경기도,오산시,신장동,선거일투표,"41,663","14,843","7,114","6,978",450,37,21,61,"14,661",182,"26,820"
경기도,오산시,세마동,소계,"24,610","11,380","5,446","5,356",369,18,25,30,"11,244",136,"13,230"
경기도,오산시,세마동,관내사전투표,"3,201","3,199","1,477","1,569",89,5,8,9,"3,157",42,2
경기도,오산시,세마동,선거일투표,"21,409","8,181","3,969","3,787",280,13,17,21,"8,087",94,"13,228"
경기도,오산시,초평동,소계,"13,392","5,568","2,594","2,639",187,12,5,15,"5,452",116,"7,824"
경기도,오산시,초평동,관내사전투표,"2,207","2,206","1,044","1,045",67,6,0,3,"2,165",41,1
경기도,오산시,초평동,선거일투표,"11,185","3,362","1,550","1,594",120,6,5,12,"3,287",75,"7,823"
경기도,오산시,잘못 투입·구분된 투표지,,0,10,2,7,0,0,0,0,9,1,-10
경기도,화성시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,화성시,합계,,"711,229","336,688","159,649","156,098","12,050",729,651,"1,690","330,867","5,821","374,541"
경기도,화성시,거소투표,,662,636,269,287,15,9,6,5,591,45,26
경기도,화성시,관외사전투표,,"40,000","39,909","18,458","19,007","1,399",139,125,215,"39,343",566,91
경기도,화성시,봉담읍,소계,"65,278","27,947","13,812","12,384",951,68,51,165,"27,431",516,"37,331"
경기도,화성시,봉담읍,관내사전투표,"7,444","7,442","3,801","3,246",250,16,10,41,"7,364",78,2
경기도,화성시,봉담읍,선거일투표,"57,834","20,505","10,011","9,138",701,52,41,124,"20,067",438,"37,329"
경기도,화성시,우정읍,소계,"14,946","6,809","2,615","3,480",210,61,15,71,"6,452",357,"8,137"
경기도,화성시,우정읍,관내사전투표,"2,680","2,678","1,156","1,327",80,17,6,24,"2,610",68,2
경기도,화성시,우정읍,선거일투표,"12,266","4,131","1,459","2,153",130,44,9,47,"3,842",289,"8,135"
경기도,화성시,향남읍,소계,"66,471","24,476","12,384","10,434",883,48,47,183,"23,979",497,"41,995"
경기도,화성시,향남읍,관내사전투표,"6,129","6,124","3,422","2,346",217,13,12,57,"6,067",57,5
경기도,화성시,향남읍,선거일투표,"60,342","18,352","8,962","8,088",666,35,35,126,"17,912",440,"41,990"
경기도,화성시,남양읍,소계,"34,591","13,803","5,977","6,787",390,23,26,85,"13,288",515,"20,788"
경기도,화성시,남양읍,관내사전투표,"4,955","4,952","2,230","2,419",138,8,7,26,"4,828",124,3
경기도,화성시,남양읍,선거일투표,"29,636","8,851","3,747","4,368",252,15,19,59,"8,460",391,"20,785"
경기도,화성시,매송면,소계,"6,017","2,895",991,"1,672",55,3,4,20,"2,745",150,"3,122"
경기도,화성시,매송면,관내사전투표,939,935,318,547,21,0,1,7,894,41,4
경기도,화성시,매송면,선거일투표,"5,078","1,960",673,"1,125",34,3,3,13,"1,851",109,"3,118"
경기도,화성시,비봉면,소계,"5,867","2,818",897,"1,694",53,6,8,31,"2,689",129,"3,049"
경기도,화성시,비봉면,관내사전투표,"1,110","1,109",404,632,20,1,2,9,"1,068",41,1
경기도,화성시,비봉면,선거일투표,"4,757","1,709",493,"1,062",33,5,6,22,"1,621",88,"3,048"
경기도,화성시,마도면,소계,"6,490","2,827",973,"1,676",55,5,4,13,"2,726",101,"3,663"
경기도,화성시,마도면,관내사전투표,"1,243","1,241",472,713,22,0,3,6,"1,216",25,2
경기도,화성시,마도면,선거일투표,"5,247","1,586",501,963,33,5,1,7,"1,510",76,"3,661"
경기도,화성시,송산면,소계,"9,681","4,152","1,241","2,552",73,4,7,10,"3,887",265,"5,529"
경기도,화성시,송산면,관내사전투표,"1,723","1,691",590,"1,006",24,1,2,7,"1,630",61,32
경기도,화성시,송산면,선거일투표,"7,958","2,461",651,"1,546",49,3,5,3,"2,257",204,"5,497"
경기도,화성시,서신면,소계,"6,518","2,909",899,"1,810",50,5,8,19,"2,791",118,"3,609"
경기도,화성시,서신면,관내사전투표,"1,123","1,117",398,658,19,2,1,12,"1,090",27,6
경기도,화성시,서신면,선거일투표,"5,395","1,792",501,"1,152",31,3,7,7,"1,701",91,"3,603"
경기도,화성시,팔탄면,소계,"8,843","3,575","1,227","2,128",80,11,2,25,"3,473",102,"5,268"
경기도,화성시,팔탄면,관내사전투표,"1,355","1,353",497,798,27,4,0,10,"1,336",17,2
경기도,화성시,팔탄면,선거일투표,"7,488","2,222",730,"1,330",53,7,2,15,"2,137",85,"5,266"
경기도,화성시,장안면,소계,"8,764","3,511","1,134","1,919",98,19,8,22,"3,200",311,"5,253"
경기도,화성시,장안면,관내사전투표,"1,044","1,044",397,552,29,7,3,9,997,47,0
경기도,화성시,장안면,선거일투표,"7,720","2,467",737,"1,367",69,12,5,13,"2,203",264,"5,253"
경기도,화성시,양감면,소계,"3,560","1,576",465,995,32,4,2,8,"1,506",70,"1,984"
경기도,화성시,양감면,관내사전투표,499,499,163,301,14,4,2,1,485,14,0
경기도,화성시,양감면,선거일투표,"3,061","1,077",302,694,18,0,0,7,"1,021",56,"1,984"
경기도,화성시,정남면,소계,"9,715","4,006","1,340","2,455",80,2,4,18,"3,899",107,"5,709"
경기도,화성시,정남면,관내사전투표,"1,162","1,162",372,742,20,1,1,8,"1,144",18,0
경기도,화성시,정남면,선거일투표,"8,553","2,844",968,"1,713",60,1,3,10,"2,755",89,"5,709"
경기도,화성시,새솔동,소계,"17,702","7,948","4,010","3,354",280,15,9,54,"7,722",226,"9,754"
경기도,화성시,새솔동,관내사전투표,"2,589","2,588","1,370","1,070",99,3,2,15,"2,559",29,1
경기도,화성시,새솔동,선거일투표,"15,113","5,360","2,640","2,284",181,12,7,39,"5,163",197,"9,753"
경기도,화성시,진안동,소계,"33,997","12,722","6,087","5,994",428,16,20,55,"12,600",122,"21,275"
경기도,화성시,진안동,관내사전투표,"2,578","2,578","1,212","1,266",64,1,4,9,"2,556",22,0
경기도,화성시,진안동,선거일투표,"31,419","10,144","4,875","4,728",364,15,16,46,"10,044",100,"21,275"
경기도,화성시,병점1동,소계,"28,771","12,813","6,263","5,871",478,19,20,55,"12,706",107,"15,958"
경기도,화성시,병점1동,관내사전투표,"4,060","4,059","2,036","1,824",146,6,7,15,"4,034",25,1
경기도,화성시,병점1동,선거일투표,"24,711","8,754","4,227","4,047",332,13,13,40,"8,672",82,"15,957"
경기도,화성시,병점2동,소계,"18,131","8,538","4,497","3,578",312,12,17,51,"8,467",71,"9,593"
경기도,화성시,병점2동,관내사전투표,"3,108","3,107","1,710","1,265",87,4,6,15,"3,087",20,1
경기도,화성시,병점2동,선거일투표,"15,023","5,431","2,787","2,313",225,8,11,36,"5,380",51,"9,592"
경기도,화성시,반월동,소계,"22,776","10,851","5,414","5,003",325,19,13,25,"10,799",52,"11,925"
경기도,화성시,반월동,관내사전투표,"2,972","2,971","1,479","1,385",81,5,3,4,"2,957",14,1
경기도,화성시,반월동,선거일투표,"19,804","7,880","3,935","3,618",244,14,10,21,"7,842",38,"11,924"
경기도,화성시,기배동,소계,"10,900","4,872","2,335","2,242",146,14,7,20,"4,764",108,"6,028"
경기도,화성시,기배동,관내사전투표,"1,712","1,710",854,779,51,4,3,8,"1,699",11,2
경기도,화성시,기배동,선거일투표,"9,188","3,162","1,481","1,463",95,10,4,12,"3,065",97,"6,026"
경기도,화성시,화산동,소계,"18,808","8,016","3,687","3,901",204,23,18,20,"7,853",163,"10,792"
경기도,화성시,화산동,관내사전투표,"2,967","2,964","1,380","1,456",67,7,7,8,"2,925",39,3
경기도,화성시,화산동,선거일투표,"15,841","5,052","2,307","2,445",137,16,11,12,"4,928",124,"10,789"
경기도,화성시,동탄1동,소계,"36,898","17,472","8,461","8,076",698,24,31,74,"17,364",108,"19,426"
경기도,화성시,동탄1동,관내사전투표,"4,619","4,615","2,342","2,035",177,8,16,16,"4,594",21,4
경기도,화성시,동탄1동,선거일투표,"32,279","12,857","6,119","6,041",521,16,15,58,"12,770",87,"19,422"
경기도,화성시,동탄2동,소계,"25,091","13,307","7,064","5,596",502,14,20,45,"13,241",66,"11,784"
경기도,화성시,동탄2동,관내사전투표,"4,211","4,209","2,352","1,679",132,3,6,18,"4,190",19,2
경기도,화성시,동탄2동,선거일투표,"20,880","9,098","4,712","3,917",370,11,14,27,"9,051",47,"11,782"
경기도,화성시,동탄3동,소계,"30,359","13,620","7,464","5,388",548,30,35,53,"13,518",102,"16,739"
경기도,화성시,동탄3동,관내사전투표,"3,977","3,974","2,284","1,483",158,8,10,15,"3,958",16,3
경기도,화성시,동탄3동,선거일투표,"26,382","9,646","5,180","3,905",390,22,25,38,"9,560",86,"16,736"
경기도,화성시,동탄4동,소계,"35,257","19,398","9,405","8,757",907,26,25,83,"19,203",195,"15,859"
경기도,화성시,동탄4동,관내사전투표,"5,521","5,520","2,744","2,493",227,6,5,15,"5,490",30,1
경기도,화성시,동탄4동,선거일투표,"29,736","13,878","6,661","6,264",680,20,20,68,"13,713",165,"15,858"
경기도,화성시,동탄5동,소계,"33,968","15,596","7,535","7,007",718,41,29,54,"15,384",212,"18,372"
경기도,화성시,동탄5동,관내사전투표,"4,239","4,233","2,169","1,812",184,13,9,18,"4,205",28,6
경기도,화성시,동탄5동,선거일투표,"29,729","11,363","5,366","5,195",534,28,20,36,"11,179",184,"18,366"
경기도,화성시,동탄6동,소계,"28,668","11,924","5,503","5,608",516,15,30,58,"11,730",194,"16,744"
경기도,화성시,동탄6동,관내사전투표,"3,195","3,195","1,589","1,445",122,5,2,17,"3,180",15,0
경기도,화성시,동탄6동,선거일투표,"25,473","8,729","3,914","4,163",394,10,28,41,"8,550",179,"16,744"
