시도명,구시군명,읍면동명,구분,선거인수,투표수,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,계,무효투표수,기권수
경기도,성남시수정구,복정동,선거일투표,"7,952","2,557","1,251","1,118",116,12,9,22,"2,528",29,"5,395"
경기도,성남시수정구,위례동,소계,"34,464","18,612","7,681","9,949",642,42,56,95,"18,465",147,"15,852"
경기도,성남시수정구,위례동,관내사전투표,"5,655","5,654","2,478","2,894",177,11,15,33,"5,608",46,1
경기도,성남시수정구,위례동,선거일투표,"28,809","12,958","5,203","7,055",465,31,41,62,"12,857",101,"15,851"
경기도,성남시수정구,신촌동,소계,"3,511","1,516",587,871,35,4,5,2,"1,504",12,"1,995"
경기도,성남시수정구,신촌동,관내사전투표,556,556,208,326,10,2,2,2,550,6,0
경기도,성남시수정구,신촌동,선거일투표,"2,955",960,379,545,25,2,3,0,954,6,"1,995"
경기도,성남시수정구,고등동,소계,"8,251","4,632","1,987","2,409",162,16,12,17,"4,603",29,"3,619"
경기도,성남시수정구,고등동,관내사전투표,"1,460","1,459",625,778,39,4,3,3,"1,452",7,1
경기도,성남시수정구,고등동,선거일투표,"6,791","3,173","1,362","1,631",123,12,9,14,"3,151",22,"3,618"
경기도,성남시수정구,시흥동,소계,"2,659","1,311",426,845,29,0,2,4,"1,306",5,"1,348"
경기도,성남시수정구,시흥동,관내사전투표,493,493,154,327,7,0,1,2,491,2,0
경기도,성남시수정구,시흥동,선거일투표,"2,166",818,272,518,22,0,1,2,815,3,"1,348"
경기도,성남시수정구,잘못 투입·구분된 투표지,,0,16,8,7,1,0,0,0,16,0,-16
경기도,성남시중원구,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,성남시중원구,합계,,"185,468","94,468","46,110","42,382","2,815",239,166,950,"92,662","1,806","91,000"
경기도,성남시중원구,거소투표,,248,233,97,93,6,3,3,4,206,27,15
경기도,성남시중원구,관외사전투표,,"12,688","12,681","6,483","5,313",439,41,36,176,"12,488",193,7
경기도,성남시중원구,성남동,소계,"28,932","12,581","6,153","5,793",372,26,22,65,"12,431",150,"16,351"
경기도,성남시중원구,성남동,관내사전투표,"3,624","3,622","1,823","1,640",97,4,6,21,"3,591",31,2
경기도,성남시중원구,성남동,선거일투표,"25,308","8,959","4,330","4,153",275,22,16,44,"8,840",119,"16,349"
경기도,성남시중원구,중앙동,소계,"9,774","4,796","2,271","2,174",128,15,10,61,"4,659",137,"4,978"
경기도,성남시중원구,중앙동,관내사전투표,"1,810","1,809",858,807,36,7,2,30,"1,740",69,1
경기도,성남시중원구,중앙동,선거일투표,"7,964","2,987","1,413","1,367",92,8,8,31,"2,919",68,"4,977"
경기도,성남시중원구,금광1동,소계,"5,837","2,825","1,373","1,168",89,3,4,40,"2,677",148,"3,012"
경기도,성남시중원구,금광1동,관내사전투표,"1,077","1,077",547,439,25,1,1,15,"1,028",49,0
경기도,성남시중원구,금광1동,선거일투표,"4,760","1,748",826,729,64,2,3,25,"1,649",99,"3,012"
경기도,성남시중원구,금광2동,소계,"20,538","9,324","4,341","4,252",267,24,13,141,"9,038",286,"11,214"
경기도,성남시중원구,금광2동,관내사전투표,"3,402","3,401","1,603","1,536",93,6,5,51,"3,294",107,1
경기도,성남시중원구,금광2동,선거일투표,"17,136","5,923","2,738","2,716",174,18,8,90,"5,744",179,"11,213"
경기도,성남시중원구,은행1동,소계,"8,475","4,094","1,996","1,718",136,21,7,76,"3,954",140,"4,381"
경기도,성남시중원구,은행1동,관내사전투표,"1,854","1,854",912,740,59,10,3,42,"1,766",88,0
경기도,성남시중원구,은행1동,선거일투표,"6,621","2,240","1,084",978,77,11,4,34,"2,188",52,"4,381"
경기도,성남시중원구,은행2동,소계,"19,661","9,276","4,494","4,040",264,21,14,134,"8,967",309,"10,385"
경기도,성남시중원구,은행2동,관내사전투표,"3,234","3,231","1,604","1,376",70,8,5,59,"3,122",109,3
경기도,성남시중원구,은행2동,선거일투표,"16,427","6,045","2,890","2,664",194,13,9,75,"5,845",200,"10,382"
경기도,성남시중원구,상대원1동,소계,"20,470","9,102","4,602","4,049",234,30,12,58,"8,985",117,"11,368"
경기도,성남시중원구,상대원1동,관내사전투표,"2,375","2,375","1,230","1,046",51,10,2,17,"2,356",19,0
경기도,성남시중원구,상대원1동,선거일투표,"18,095","6,727","3,372","3,003",183,20,10,41,"6,629",98,"11,368"
경기도,성남시중원구,상대원2동,소계,"10,979","4,826","2,334","2,224",119,13,7,49,"4,746",80,"6,153"
경기도,성남시중원구,상대원2동,관내사전투표,"2,146","2,143","1,037",993,42,3,4,27,"2,106",37,3
경기도,성남시중원구,상대원2동,선거일투표,"8,833","2,683","1,297","1,231",77,10,3,22,"2,640",43,"6,150"
경기도,성남시중원구,상대원3동,소계,"10,732","4,658","2,286","2,110",128,11,4,43,"4,582",76,"6,074"
경기도,성남시중원구,상대원3동,관내사전투표,"2,071","2,069","1,029",927,56,6,2,21,"2,041",28,2
경기도,성남시중원구,상대원3동,선거일투표,"8,661","2,589","1,257","1,183",72,5,2,22,"2,541",48,"6,072"
경기도,성남시중원구,하대원동,소계,"16,692","8,891","4,238","4,246",252,14,10,54,"8,814",77,"7,801"
경기도,성남시중원구,하대원동,관내사전투표,"3,164","3,144","1,518","1,497",75,3,2,22,"3,117",27,20
경기도,성남시중원구,하대원동,선거일투표,"13,528","5,747","2,720","2,749",177,11,8,32,"5,697",50,"7,781"
경기도,성남시중원구,도촌동,소계,"20,442","11,139","5,425","5,181",380,17,23,48,"11,074",65,"9,303"
경기도,성남시중원구,도촌동,관내사전투표,"3,010","3,008","1,542","1,362",72,0,4,15,"2,995",13,2
경기도,성남시중원구,도촌동,선거일투표,"17,432","8,131","3,883","3,819",308,17,19,33,"8,079",52,"9,301"
경기도,성남시중원구,잘못 투입·구분된 투표지,,0,42,17,21,1,0,1,1,41,1,-42
경기도,성남시분당구,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,성남시분당구,합계,,"404,133","250,603","93,712","143,484","9,391",456,671,503,"248,217","2,386","153,530"
경기도,성남시분당구,거소투표,,481,459,160,227,21,3,0,4,415,44,22
경기도,성남시분당구,관외사전투표,,"27,044","27,026","11,450","14,044","1,070",67,88,84,"26,803",223,18
경기도,성남시분당구,분당동,소계,"19,349","10,582","4,003","5,834",457,22,26,30,"10,372",210,"8,767"
경기도,성남시분당구,분당동,관내사전투표,"2,201","2,194",876,"1,203",92,5,4,2,"2,182",12,7
경기도,성남시분당구,분당동,선거일투표,"17,148","8,388","3,127","4,631",365,17,22,28,"8,190",198,"8,760"
경기도,성남시분당구,수내1동,소계,"14,283","8,361","2,836","5,140",288,13,21,8,"8,306",55,"5,922"
경기도,성남시분당구,수내1동,관내사전투표,"2,651","2,647","1,058","1,467",89,3,5,3,"2,625",22,4
경기도,성남시분당구,수내1동,선거일투표,"11,632","5,714","1,778","3,673",199,10,16,5,"5,681",33,"5,918"
경기도,성남시분당구,수내2동,소계,"7,251","4,637","1,499","2,942",139,10,18,8,"4,616",21,"2,614"
경기도,성남시분당구,수내2동,관내사전투표,"1,316","1,316",471,784,46,4,4,4,"1,313",3,0
경기도,성남시분당구,수내2동,선거일투표,"5,935","3,321","1,028","2,158",93,6,14,4,"3,303",18,"2,614"
경기도,성남시분당구,수내3동,소계,"10,386","5,831","2,281","3,112",271,9,11,11,"5,695",136,"4,555"
경기도,성남시분당구,수내3동,관내사전투표,"1,983","1,977",915,954,85,3,5,3,"1,965",12,6
경기도,성남시분당구,수내3동,선거일투표,"8,403","3,854","1,366","2,158",186,6,6,8,"3,730",124,"4,549"
경기도,성남시분당구,정자동,소계,"14,204","7,583","2,757","4,437",281,15,27,14,"7,531",52,"6,621"
경기도,성남시분당구,정자동,관내사전투표,"1,425","1,425",556,811,49,1,2,2,"1,421",4,0
경기도,성남시분당구,정자동,선거일투표,"12,779","6,158","2,201","3,626",232,14,25,12,"6,110",48,"6,621"
경기도,성남시분당구,정자1동,소계,"24,088","12,943","3,518","8,962",336,22,17,16,"12,871",72,"11,145"
경기도,성남시분당구,정자1동,관내사전투표,"3,095","3,092",998,"2,008",61,5,3,4,"3,079",13,3
경기도,성남시분당구,정자1동,선거일투표,"20,993","9,851","2,520","6,954",275,17,14,12,"9,792",59,"11,142"
경기도,성남시분당구,정자2동,소계,"12,448","7,044","2,790","3,728",302,15,12,16,"6,863",181,"5,404"
경기도,성남시분당구,정자2동,관내사전투표,"1,910","1,905",829,986,56,5,3,7,"1,886",19,5
경기도,성남시분당구,정자2동,선거일투표,"10,538","5,139","1,961","2,742",246,10,9,9,"4,977",162,"5,399"
경기도,성남시분당구,정자3동,소계,"13,089","7,698","2,985","4,123",372,15,26,16,"7,537",161,"5,391"
경기도,성남시분당구,정자3동,관내사전투표,"2,441","2,440","1,026","1,277",115,4,4,4,"2,430",10,1
경기도,성남시분당구,정자3동,선거일투표,"10,648","5,258","1,959","2,846",257,11,22,12,"5,107",151,"5,390"
경기도,성남시분당구,서현1동,소계,"24,517","14,675","4,827","9,209",477,18,42,12,"14,585",90,"9,842"
경기도,성남시분당구,서현1동,관내사전투표,"4,916","4,916","1,779","2,936",149,8,13,5,"4,890",26,0
경기도,성남시분당구,서현1동,선거일투표,"19,601","9,759","3,048","6,273",328,10,29,7,"9,695",64,"9,842"
경기도,성남시분당구,서현2동,소계,"14,072","8,655","3,280","4,986",297,15,21,10,"8,609",46,"5,417"
경기도,성남시분당구,서현2동,관내사전투표,"2,233","2,230",934,"1,209",63,5,6,5,"2,222",8,3
경기도,성남시분당구,서현2동,선거일투표,"11,839","6,425","2,346","3,777",234,10,15,5,"6,387",38,"5,414"
경기도,성남시분당구,이매1동,소계,"19,350","12,343","4,295","7,484",404,19,44,25,"12,271",72,"7,007"
경기도,성남시분당구,이매1동,관내사전투표,"3,127","3,127","1,179","1,834",85,2,10,5,"3,115",12,0
경기도,성남시분당구,이매1동,선거일투표,"16,223","9,216","3,116","5,650",319,17,34,20,"9,156",60,"7,007"
경기도,성남시분당구,이매2동,소계,"10,486","6,898","2,216","4,409",209,15,13,6,"6,868",30,"3,588"
경기도,성남시분당구,이매2동,관내사전투표,"2,182","2,181",775,"1,318",69,7,5,2,"2,176",5,1
경기도,성남시분당구,이매2동,선거일투표,"8,304","4,717","1,441","3,091",140,8,8,4,"4,692",25,"3,587"
경기도,성남시분당구,야탑1동,소계,"15,195","9,613","3,731","5,468",290,13,26,13,"9,541",72,"5,582"
경기도,성남시분당구,야탑1동,관내사전투표,"3,623","3,620","1,544","1,943",93,4,4,8,"3,596",24,3
경기도,성남시분당구,야탑1동,선거일투표,"11,572","5,993","2,187","3,525",197,9,22,5,"5,945",48,"5,579"
경기도,성남시분당구,야탑2동,소계,"12,782","8,350","2,761","5,192",267,9,22,18,"8,269",81,"4,432"
경기도,성남시분당구,야탑2동,관내사전투표,"2,352","2,350",881,"1,379",59,2,8,5,"2,334",16,2
경기도,성남시분당구,야탑2동,선거일투표,"10,430","6,000","1,880","3,813",208,7,14,13,"5,935",65,"4,430"
경기도,성남시분당구,야탑3동,소계,"21,933","12,189","5,349","6,170",443,30,28,39,"12,059",130,"9,744"
경기도,성남시분당구,야탑3동,관내사전투표,"3,145","3,141","1,486","1,503",98,8,8,8,"3,111",30,4
경기도,성남시분당구,야탑3동,선거일투표,"18,788","9,048","3,863","4,667",345,22,20,31,"8,948",100,"9,740"
경기도,성남시분당구,금곡동,소계,"22,349","12,829","4,695","7,602",367,17,27,20,"12,728",101,"9,520"
경기도,성남시분당구,금곡동,관내사전투표,"3,049","3,045","1,257","1,657",77,2,5,6,"3,004",41,4
경기도,성남시분당구,금곡동,선거일투표,"19,300","9,784","3,438","5,945",290,15,22,14,"9,724",60,"9,516"
경기도,성남시분당구,구미동,소계,"24,169","13,886","5,191","7,776",587,24,36,33,"13,647",239,"10,283"
경기도,성남시분당구,구미동,관내사전투표,"3,318","3,312","1,328","1,833",96,9,8,6,"3,280",32,6
경기도,성남시분당구,구미동,선거일투표,"20,851","10,574","3,863","5,943",491,15,28,27,"10,367",207,"10,277"
경기도,성남시분당구,구미1동,소계,"14,209","8,432","3,322","4,743",266,20,20,11,"8,382",50,"5,777"
경기도,성남시분당구,구미1동,관내사전투표,"3,194","3,190","1,376","1,693",84,9,5,3,"3,170",20,4
경기도,성남시분당구,구미1동,선거일투표,"11,015","5,242","1,946","3,050",182,11,15,8,"5,212",30,"5,773"
경기도,성남시분당구,판교동,소계,"19,110","12,133","4,598","6,752",613,19,54,22,"12,058",75,"6,977"
경기도,성남시분당구,판교동,관내사전투표,"3,503","3,503","1,391","1,916",148,8,17,8,"3,488",15,0
경기도,성남시분당구,판교동,선거일투표,"15,607","8,630","3,207","4,836",465,11,37,14,"8,570",60,"6,977"
경기도,성남시분당구,삼평동,소계,"18,336","10,868","4,466","5,833",419,18,23,31,"10,790",78,"7,468"
경기도,성남시분당구,삼평동,관내사전투표,"3,197","3,194","1,514","1,543",99,7,5,11,"3,179",15,3
경기도,성남시분당구,삼평동,선거일투표,"15,139","7,674","2,952","4,290",320,11,18,20,"7,611",63,"7,465"
경기도,성남시분당구,백현동,소계,"20,607","12,322","4,985","6,660",518,23,24,27,"12,237",85,"8,285"
경기도,성남시분당구,백현동,관내사전투표,"3,438","3,438","1,494","1,776",126,4,8,9,"3,417",21,0
경기도,성남시분당구,백현동,선거일투표,"17,169","8,884","3,491","4,884",392,19,16,18,"8,820",64,"8,285"
경기도,성남시분당구,운중동,소계,"24,395","15,142","5,685","8,589",695,25,45,29,"15,068",74,"9,253"
경기도,성남시분당구,운중동,관내사전투표,"3,510","3,509","1,437","1,862",163,9,10,6,"3,487",22,1
경기도,성남시분당구,운중동,선거일투표,"20,885","11,633","4,248","6,727",532,16,35,23,"11,581",52,"9,252"
경기도,성남시분당구,잘못 투입·구분된 투표지,,0,104,32,62,2,0,0,0,96,8,-104
경기도,의정부시,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,의정부시,합계,,"400,177","187,846","86,066","91,570","6,089",354,331,"1,065","185,475","2,371","212,331"
경기도,의정부시,거소투표,,617,572,252,250,20,6,3,1,532,40,45
경기도,의정부시,관외사전투표,,"19,348","19,345","9,437","8,601",696,60,60,213,"19,067",278,3
경기도,의정부시,의정부1동,소계,"28,647","9,094","3,830","4,827",255,17,26,32,"8,987",107,"19,553"
경기도,의정부시,의정부1동,관내사전투표,"2,452","2,451","1,053","1,309",54,6,3,10,"2,435",16,1
경기도,의정부시,의정부1동,선거일투표,"26,195","6,643","2,777","3,518",201,11,23,22,"6,552",91,"19,552"
경기도,의정부시,의정부2동,소계,"26,263","9,880","4,596","4,809",325,21,19,28,"9,798",82,"16,383"
경기도,의정부시,의정부2동,관내사전투표,"2,383","2,382","1,177","1,091",84,0,2,10,"2,364",18,1
경기도,의정부시,의정부2동,선거일투표,"23,880","7,498","3,419","3,718",241,21,17,18,"7,434",64,"16,382"
경기도,의정부시,호원1동,소계,"30,175","14,768","6,852","7,291",401,23,13,43,"14,623",145,"15,407"
경기도,의정부시,호원1동,관내사전투표,"4,888","4,887","2,282","2,391",137,7,2,15,"4,834",53,1
경기도,의정부시,호원1동,선거일투표,"25,287","9,881","4,570","4,900",264,16,11,28,"9,789",92,"15,406"
경기도,의정부시,호원2동,소계,"28,844","15,126","6,979","7,477",424,31,20,46,"14,977",149,"13,718"
경기도,의정부시,호원2동,관내사전투표,"5,773","5,773","2,766","2,763",155,11,5,24,"5,724",49,0
경기도,의정부시,호원2동,선거일투표,"23,071","9,353","4,213","4,714",269,20,15,22,"9,253",100,"13,718"
경기도,의정부시,장암동,소계,"16,293","8,408","3,790","4,089",317,13,13,22,"8,244",164,"7,885"
경기도,의정부시,장암동,관내사전투표,"2,745","2,744","1,232","1,365",92,5,2,6,"2,702",42,1
경기도,의정부시,장암동,선거일투표,"13,548","5,664","2,558","2,724",225,8,11,16,"5,542",122,"7,884"
경기도,의정부시,신곡1동,소계,"34,451","16,064","7,327","7,765",607,29,20,64,"15,812",252,"18,387"
경기도,의정부시,신곡1동,관내사전투표,"4,545","4,545","2,192","2,132",144,4,8,24,"4,504",41,0
경기도,의정부시,신곡1동,선거일투표,"29,906","11,519","5,135","5,633",463,25,12,40,"11,308",211,"18,387"
경기도,의정부시,신곡2동,소계,"38,551","18,751","8,350","9,363",688,27,29,57,"18,514",237,"19,800"
경기도,의정부시,신곡2동,관내사전투표,"5,303","5,297","2,387","2,679",149,3,6,18,"5,242",55,6
경기도,의정부시,신곡2동,선거일투표,"33,248","13,454","5,963","6,684",539,24,23,39,"13,272",182,"19,794"
경기도,의정부시,송산1동,소계,"37,448","15,549","7,045","7,650",487,31,28,126,"15,367",182,"21,899"
경기도,의정부시,송산1동,관내사전투표,"3,967","3,966","1,839","1,931",110,7,5,37,"3,929",37,1
경기도,의정부시,송산1동,선거일투표,"33,481","11,583","5,206","5,719",377,24,23,89,"11,438",145,"21,898"
경기도,의정부시,송산2동,소계,"26,770","12,279","5,796","5,749",424,18,19,130,"12,136",143,"14,491"
경기도,의정부시,송산2동,관내사전투표,"4,188","4,181","2,059","1,916",113,5,1,50,"4,144",37,7
경기도,의정부시,송산2동,선거일투표,"22,582","8,098","3,737","3,833",311,13,18,80,"7,992",106,"14,484"
경기도,의정부시,송산3동,소계,"34,568","15,099","7,210","6,969",524,22,25,185,"14,935",164,"19,469"
경기도,의정부시,송산3동,관내사전투표,"4,867","4,867","2,344","2,233",170,8,10,54,"4,819",48,0
경기도,의정부시,송산3동,선거일투표,"29,701","10,232","4,866","4,736",354,14,15,131,"10,116",116,"19,469"
경기도,의정부시,자금동,소계,"22,387","9,619","4,195","4,833",318,15,18,38,"9,417",202,"12,768"
경기도,의정부시,자금동,관내사전투표,"2,511","2,507","1,120","1,259",75,3,4,18,"2,479",28,4
경기도,의정부시,자금동,선거일투표,"19,876","7,112","3,075","3,574",243,12,14,20,"6,938",174,"12,764"
경기도,의정부시,가능동,소계,"21,733","8,567","3,752","4,419",241,20,15,24,"8,471",96,"13,166"
경기도,의정부시,가능동,관내사전투표,"3,295","3,293","1,449","1,709",78,10,3,9,"3,258",35,2
경기도,의정부시,가능동,선거일투표,"18,438","5,274","2,303","2,710",163,10,12,15,"5,213",61,"13,164"
경기도,의정부시,흥선동,소계,"16,413","6,604","2,982","3,384",132,7,6,23,"6,534",70,"9,809"
경기도,의정부시,흥선동,관내사전투표,"2,357","2,357","1,094","1,207",32,1,0,9,"2,343",14,0
경기도,의정부시,흥선동,선거일투표,"14,056","4,247","1,888","2,177",100,6,6,14,"4,191",56,"9,809"
경기도,의정부시,녹양동,소계,"17,669","8,072","3,652","4,068",229,14,16,33,"8,012",60,"9,597"
경기도,의정부시,녹양동,관내사전투표,"3,132","3,131","1,446","1,561",77,8,6,4,"3,102",29,1
경기도,의정부시,녹양동,선거일투표,"14,537","4,941","2,206","2,507",152,6,10,29,"4,910",31,"9,596"
경기도,의정부시,잘못 투입·구분된 투표지,,0,49,21,26,1,0,1,0,49,0,-49
경기도,안양시만안구,,,,,더불어민주당,국민의힘,정의당,기본소득당,녹색당,진보당,,,
경기도,안양시만안구,합계,,"208,936","111,021","51,014","54,288","3,593",251,225,277,"109,648","1,373","97,915"
경기도,안양시만안구,거소투표,,289,275,104,123,6,6,2,4,245,30,14
경기도,안양시만안구,관외사전투표,,"10,981","10,978","5,362","4,953",416,31,29,50,"10,841",137,3
경기도,안양시만안구,안양1동,소계,"10,151","5,368","2,459","2,619",217,7,17,4,"5,323",45,"4,783"
경기도,안양시만안구,안양1동,관내사전투표,"1,820","1,820",909,826,64,4,4,1,"1,808",12,0
경기도,안양시만안구,안양1동,선거일투표,"8,331","3,548","1,550","1,793",153,3,13,3,"3,515",33,"4,783"
경기도,안양시만안구,안양2동,소계,"17,835","8,191","3,589","4,120",262,16,16,20,"8,023",168,"9,644"
경기도,안양시만안구,안양2동,관내사전투표,"2,767","2,767","1,283","1,342",69,6,7,7,"2,714",53,0
경기도,안양시만안구,안양2동,선거일투표,"15,068","5,424","2,306","2,778",193,10,9,13,"5,309",115,"9,644"
경기도,안양시만안구,안양3동,소계,"14,256","6,848","3,200","3,351",192,17,12,12,"6,784",64,"7,408"
경기도,안양시만안구,안양3동,관내사전투표,"2,689","2,688","1,329","1,256",68,4,5,4,"2,666",22,1
경기도,안양시만안구,안양3동,선거일투표,"11,567","4,160","1,871","2,095",124,13,7,8,"4,118",42,"7,407"
경기도,안양시만안구,안양4동,소계,"6,412","3,379","1,522","1,716",97,3,4,3,"3,345",34,"3,033"
경기도,안양시만안구,안양4동,관내사전투표,"1,531","1,531",720,749,42,2,3,1,"1,517",14,0
경기도,안양시만안구,안양4동,선거일투표,"4,881","1,848",802,967,55,1,1,2,"1,828",20,"3,033"
경기도,안양시만안구,안양5동,소계,"8,912","4,138","1,751","2,222",97,14,5,7,"4,096",42,"4,774"
경기도,안양시만안구,안양5동,관내사전투표,"1,558","1,558",665,834,34,8,1,2,"1,544",14,0
경기도,안양시만안구,안양5동,선거일투표,"7,354","2,580","1,086","1,388",63,6,4,5,"2,552",28,"4,774"
경기도,안양시만안구,안양6동,소계,"21,753","9,836","4,605","4,714",327,17,19,28,"9,710",126,"11,917"
경기도,안양시만안구,안양6동,관내사전투표,"2,824","2,823","1,326","1,358",88,5,10,11,"2,798",25,1
경기도,안양시만안구,안양6동,선거일투표,"18,929","7,013","3,279","3,356",239,12,9,17,"6,912",101,"11,916"
경기도,안양시만안구,안양7동,소계,"12,171","6,750","3,094","3,311",252,18,15,12,"6,702",48,"5,421"
경기도,안양시만안구,안양7동,관내사전투표,"2,564","2,564","1,218","1,221",86,8,4,6,"2,543",21,0
경기도,안양시만안구,안양7동,선거일투표,"9,607","4,186","1,876","2,090",166,10,11,6,"4,159",27,"5,421"
경기도,안양시만안구,안양8동,소계,"9,171","4,323","1,939","2,174",124,13,6,13,"4,269",54,"4,848"
경기도,안양시만안구,안양8동,관내사전투표,"1,867","1,867",843,938,45,7,5,7,"1,845",22,0
경기도,안양시만안구,안양8동,선거일투표,"7,304","2,456","1,096","1,236",79,6,1,6,"2,424",32,"4,848"
경기도,안양시만안구,안양9동,소계,"14,199","7,163","3,157","3,654",202,16,16,19,"7,064",99,"7,036"
경기도,안양시만안구,안양9동,관내사전투표,"2,633","2,631","1,166","1,338",66,6,8,11,"2,595",36,2
경기도,안양시만안구,안양9동,선거일투표,"11,566","4,532","1,991","2,316",136,10,8,8,"4,469",63,"7,034"
